Serial No.;Sequenz;Verkaufsbeleg;Position;Name;MatBereitstell;Materialnummer;Text;Auftrag;MRP Contr.;Arbeitsplatz;Gewicht/1 ST [KG];Bedarfsmenge SD;Auftrag menge [TO];Gedrückt;Gedrückt [TO];Rest Presse;Rest Presse [TO];Oven/Furnace;Temprature;Prelim. Stage;MatVent.;Modellnummer;;;Quality;Quality-Version;YSOR vers.
2504;0;120027257;0;Santos Barosa Vidros SA;29.07.2016;8100057535;230X152X114 GEH \ 230X152X114 GEH;1,1E+11;PR;P-SI-V12;7,293;84;0,656;105;0,766;-15;-0,109;HWO;1435.00;;1.00;M.-10882A;AUSWEICHVERSATZ, < 40KG,FORMMAß -4,9% FÜR MAßE <130MM, SAINT GOBAIN;GEH-9.04001.006-A;900557;H006;'@9V@
2505;0;520001942;0;Hydro Aluminium A.S.;15.07.2016;8100059496;SU108-B HR50 \ SU108 HR50;1,1E+11;PR;P-SA-L3;13,202;400;5,598;0;0;424;5,598;TOS;1460.00;;1.00;M.-15472A;STANDARD,VOLLSTEINE;HR50-9.39801.023-S;900547;H001;'@9V@
2506;0;520001942;0;Hydro Aluminium A.S.;15.07.2016;8100059496;SU108-B HR50 \ SU108 HR50;1,1E+11;PR;P-SA-L3;13,202;400;5,598;430;5,677;-6;-0,079;TOS;1460.00;;1.00;M.-15472A;STANDARD,VOLLSTEINE;HR50-9.39801.023-S;900547;H001;'@9V@
2507;0;120027257;0;Santos Barosa Vidros SA;29.07.2016;8100062284;150/143.450.240 GEHQ-H \ 2A GEH;1,1E+11;HF;HAND;28,48;56;1,709;0;0;60;1,709;HWO;1435.00;;1.00;S25901A;STANDARD, GEH FORMATE >30KG, HANDFORM;GEHQ-H-9.04703.005-S;900575;H001;'@5F@
2508;0;120027257;0;Santos Barosa Vidros SA;29.07.2016;8100062284;150/143.450.240 GEHQ-H \ 2A GEH;1,1E+11;HF;HAND;28,48;56;1,709;60;1,709;0;0;HWO;1435.00;;1.00;S25901A;STANDARD, GEH FORMATE >30KG, HANDFORM;GEHQ-H-9.04703.005-S;900575;H001;'@5F@
2509;0;120027257;0;Santos Barosa Vidros SA;29.07.2016;8100062285;150/143.450.360 GEHQ-H \ 4A GEH;1,1E+11;HF;HAND;42,719;6;0,299;0;0;7;0,299;HWO;1435.00;;1.00;S25901;STANDARD, GEH FORMATE >30KG, HANDFORM;GEHQ-H-9.04703.005-S;900575;H001;'@5F@
2510;0;120027257;0;Santos Barosa Vidros SA;29.07.2016;8100062285;150/143.450.360 GEHQ-H \ 4A GEH;1,1E+11;HF;HAND;42,719;6;0,299;7;0,299;0;0;HWO;1435.00;;1.00;S25901;STANDARD, GEH FORMATE >30KG, HANDFORM;GEHQ-H-9.04703.005-S;900575;H001;'@5F@
2511;0;120027257;0;Santos Barosa Vidros SA;29.07.2016;8100062286;DF114/107.510 GEH \ 45075 GEH;1,1E+11;PR;P-SI-V9;21,429;94;2,143;0;0;100;2,143;HWO;1435.00;;1.00;M.-15275C;AUSWEICHVERSATZ, < 40KG,FORMMAß -4,9% FÜR MAßE <130MM, SAINT GOBAIN;GEH-9.04001.006-A;900557;H006;'@9V@
2512;0;120027257;0;Santos Barosa Vidros SA;29.07.2016;8100062286;DF114/107.510 GEH \ 45075 GEH;1,1E+11;PR;P-SI-V9;21,429;94;2,143;105;2,25;-5;-0,107;HWO;1435.00;;1.00;M.-15275C;AUSWEICHVERSATZ, < 40KG,FORMMAß -4,9% FÜR MAßE <130MM, SAINT GOBAIN;GEH-9.04001.006-A;900557;H006;'@9V@
2513;0;120027257;0;Santos Barosa Vidros SA;29.07.2016;8100062287;DF114/107.510_1 GEH \ 45078 GEH;1,1E+11;PR;P-SI-V10;32,3;94;3,23;0;0;100;3,23;HWO;1435.00;;1.00;M.-15274C;AUSWEICHVERSATZ, < 40KG,FORMMAß -4,9% FÜR MAßE <130MM, SAINT GOBAIN;GEH-9.04001.006-A;900557;H006;'@9V@
2514;0;120027257;0;Santos Barosa Vidros SA;29.07.2016;8100062287;DF114/107.510_1 GEH \ 45078 GEH;1,1E+11;PR;P-SI-V10;32,3;94;3,23;107;3,456;-7;-0,226;HWO;1435.00;;1.00;M.-15274C;AUSWEICHVERSATZ, < 40KG,FORMMAß -4,9% FÜR MAßE <130MM, SAINT GOBAIN;GEH-9.04001.006-A;900557;H006;'@9V@
2515;0;120027257;0;Santos Barosa Vidros SA;29.07.2016;8100062313;DF114/108.510 GEH \ 45055 GEH;1,1E+11;PR;P-SI-V9;21,503;160;3,656;0;0;170;3,656;HWO;1435.00;;1.00;M.-15275B;AUSWEICHVERSATZ, < 40KG,FORMMAß -4,9% FÜR MAßE <130MM, SAINT GOBAIN;GEH-9.04001.006-A;900557;H006;'@9V@
2516;0;120027257;0;Santos Barosa Vidros SA;29.07.2016;8100062313;DF114/108.510 GEH \ 45055 GEH;1,1E+11;PR;P-SI-V9;21,503;160;3,656;176;3,785;-6;-0,129;HWO;1435.00;;1.00;M.-15275B;AUSWEICHVERSATZ, < 40KG,FORMMAß -4,9% FÜR MAßE <130MM, SAINT GOBAIN;GEH-9.04001.006-A;900557;H006;'@9V@
2517;0;120027257;0;Santos Barosa Vidros SA;29.07.2016;8100062314;DF114/108.510_1 GEH \ 45058 GEH;1,1E+11;PR;P-SI-V9;32,428;160;5,513;0;0;170;5,513;HWO;1435.00;;1.00;M.-15274B;AUSWEICHVERSATZ, < 40KG,FORMMAß -4,9% FÜR MAßE <130MM, SAINT GOBAIN;GEH-9.04001.006-A;900557;H006;'@9V@
2518;0;120027257;0;Santos Barosa Vidros SA;29.07.2016;8100062314;DF114/108.510_1 GEH \ 45058 GEH;1,1E+11;PR;P-SI-V9;32,428;160;5,513;175;5,675;-5;-0,162;HWO;1435.00;;1.00;M.-15274B;AUSWEICHVERSATZ, < 40KG,FORMMAß -4,9% FÜR MAßE <130MM, SAINT GOBAIN;GEH-9.04001.006-A;900557;H006;'@9V@
2519;0;120027257;0;Santos Barosa Vidros SA;29.07.2016;8100062317;WL546X535X100 GEHQ-H \ 21615/4-7 GEH;1,1E+11;HF;HAND;39,168;254;10,575;0;0;270;10,575;HWO;1435.00;;1.00;S25511A;STANDARD, GEH FORMATE >30KG, HANDFORM;GEHQ-H-9.04703.005-S;900575;H001;'@5F@
2520;0;120027257;0;Santos Barosa Vidros SA;29.07.2016;8100062317;WL546X535X100 GEHQ-H \ 21615/4-7 GEH;1,1E+11;HF;HAND;39,168;254;10,575;270;10,575;0;0;HWO;1435.00;;1.00;S25511A;STANDARD, GEH FORMATE >30KG, HANDFORM;GEHQ-H-9.04703.005-S;900575;H001;'@5F@
2521;0;120027257;0;Santos Barosa Vidros SA;29.07.2016;8100062318;WL546X535X75 GEHQ-H \ 21615/4-8 GEH;1,1E+11;HF;HAND;29,376;8;0,264;0;0;9;0,264;HWO;1435.00;;1.00;S25511B;STANDARD, GEH FORMATE >30KG, HANDFORM;GEHQ-H-9.04703.005-S;900575;H001;'@5F@
2522;0;120027257;0;Santos Barosa Vidros SA;29.07.2016;8100062318;WL546X535X75 GEHQ-H \ 21615/4-8 GEH;1,1E+11;HF;HAND;29,376;8;0,264;9;0,264;0;0;HWO;1435.00;;1.00;S25511B;STANDARD, GEH FORMATE >30KG, HANDFORM;GEHQ-H-9.04703.005-S;900575;H001;'@5F@
2523;0;120027257;0;Santos Barosa Vidros SA;29.07.2016;8100062319;WL546X535X110 GEHQ-H \ 21615/4-9 GEH;1,1E+11;HF;HAND;43,074;6;0,302;0;0;7;0,302;HWO;1435.00;;1.00;S25511;STANDARD, GEH FORMATE >30KG, HANDFORM;GEHQ-H-9.04703.005-S;900575;H001;'@5F@
2524;0;120027257;0;Santos Barosa Vidros SA;29.07.2016;8100062319;WL546X535X110 GEHQ-H \ 21615/4-9 GEH;1,1E+11;HF;HAND;43,074;6;0,302;7;0,302;0;0;HWO;1435.00;;1.00;S25511;STANDARD, GEH FORMATE >30KG, HANDFORM;GEHQ-H-9.04703.005-S;900575;H001;'@5F@
2525;0;520001942;0;Hydro Aluminium A.S.;15.07.2016;8100062960;SU179 HR50 \ SU179 HR50;1,1E+11;PR;P-SI-H2;13,608;200;2,885;0;0;212;2,885;TOS;1460.00;;1.00;M.-14357;STANDARD,VOLLSTEINE;HR50-9.39801.023-S;900547;H001;'@9V@
2526;0;520001942;0;Hydro Aluminium A.S.;15.07.2016;8100062960;SU179 HR50 \ SU179 HR50;1,1E+11;PR;P-SI-H2;13,608;200;2,885;220;2,994;-8;-0,109;TOS;1460.00;;1.00;M.-14357;STANDARD,VOLLSTEINE;HR50-9.39801.023-S;900547;H001;'@9V@
2527;0;520002366;0;Steinzeug-Keramo GmbH;22.08.2016;8100071282;FZ160 IK50M \ FZ160 IK50M;1,1E+11;PR;P-SA-L1;4,937;1.000,00;5,134;0;0;1.040,00;5,134;TOS;1480.00;;1.00;M.-12589B;STANDARD,-AUTOMAT-,BRAND SK 20/23.;IK50M-9.39401.003-S;900551;H001;'@9V@
2528;0;520002366;0;Steinzeug-Keramo GmbH;22.08.2016;8100071282;FZ160 IK50M \ FZ160 IK50M;1,1E+11;PR;P-SA-L1;4,937;1.000,00;5,134;1.124,00;5,549;-84;-0,415;TOS;1480.00;;1.00;M.-12589B;STANDARD,-AUTOMAT-,BRAND SK 20/23.;IK50M-9.39401.003-S;900551;H001;'@9V@
2529;0;120027257;0;Santos Barosa Vidros SA;29.07.2016;8100052314;113/108.450.240 GEH \ 113/108.450.240GEH;1,1E+11;PR;P-SI-V12;21,839;2.340,00;53,222;0;0;2.437,00;53,222;HWO;1435.00;;1.00;M.-8714;STANDARD, < 40KG;GEH-9.04001.063-S;900557;H001;'@9V@
2530;0;120027257;0;Santos Barosa Vidros SA;29.07.2016;8100052314;113/108.450.240 GEH \ 113/108.450.240GEH;1,1E+11;PR;P-SI-V12;21,839;2.340,00;53,222;2.445,00;53,396;-8;-0,175;HWO;1435.00;;1.00;M.-8714;STANDARD, < 40KG;GEH-9.04001.063-S;900557;H001;'@9V@
2531;0;120027257;0;Santos Barosa Vidros SA;29.07.2016;8100052317;113/108.450.360 GEH \ 113/108.450.360 GE;1,1E+11;PR;P-SI-H2;32,759;55;1,933;0;0;59;1,933;HWO;1435.00;;1.00;M.-15840A;AUSWEICHVERSATZ, < 40KG,FORMMAß -4,9% FÜR MAßE <130MM, SAINT GOBAIN;GEH-9.04001.006-A;900557;H006;'@9V@
2532;0;120027257;0;Santos Barosa Vidros SA;29.07.2016;8100052317;113/108.450.360 GEH \ 113/108.450.360 GE;1,1E+11;PR;P-SI-H2;32,759;55;1,933;60;1,966;-1;-0,033;HWO;1435.00;;1.00;M.-15840A;AUSWEICHVERSATZ, < 40KG,FORMMAß -4,9% FÜR MAßE <130MM, SAINT GOBAIN;GEH-9.04001.006-A;900557;H006;'@9V@
2533;0;520002303;0;Seppelfricke GmbH;08.07.2016;8100053049;2 IK45 \ 2 IK45;1,1E+11;PR;P-SA-L1;4,563;1.000,00;4,837;0;0;1.060,00;4,837;TOS;1400.00;;0.00;M.-526;STANDARD, A40T;IK45-9.38201.003-S;900548;H001;'@9V@
2534;0;520002303;0;Seppelfricke GmbH;08.07.2016;8100053049;2 IK45 \ 2 IK45;1,1E+11;PR;P-SA-L1;4,563;1.000,00;4,837;1.141,00;5,206;-81;-0,37;TOS;1400.00;;0.00;M.-526;STANDARD, A40T;IK45-9.38201.003-S;900548;H001;'@9V@
2535;0;520002305;0;Wiegand-Glashüttenwerke GmbH;08.07.2016;8100053049;2 IK45 \ 2 IK45;1,1E+11;PR;P-SA-L1;4,563;100;0,484;0;0;106;0,484;TOS;1400.00;;0.00;M.-526;STANDARD, A40T;IK45-9.38201.003-S;900548;H001;'@9V@
2536;0;520002305;0;Wiegand-Glashüttenwerke GmbH;08.07.2016;8100053049;2 IK45 \ 2 IK45;1,1E+11;PR;P-SA-L1;4,563;100;0,484;110;0,502;-4;-0,018;TOS;1400.00;;0.00;M.-526;STANDARD, A40T;IK45-9.38201.003-S;900548;H001;'@9V@
2537;0;120027257;0;Santos Barosa Vidros SA;29.07.2016;8100056964;114/107.450.240 GEH \ 114/107.240 GEH;1,1E+11;PR;P-SI-V11;21,839;1.375,00;31,23;0;0;1.430,00;31,23;HWO;1435.00;;1.00;M.-15492;AUSWEICHVERSATZ, < 40KG,FORMMAß -4,9% FÜR MAßE <130MM, SAINT GOBAIN;GEH-9.04001.006-A;900557;H006;'@9V@
2538;0;120027257;0;Santos Barosa Vidros SA;29.07.2016;8100056964;114/107.450.240 GEH \ 114/107.240 GEH;1,1E+11;PR;P-SI-V11;21,839;1.375,00;31,23;1.435,00;31,339;-5;-0,109;HWO;1435.00;;1.00;M.-15492;AUSWEICHVERSATZ, < 40KG,FORMMAß -4,9% FÜR MAßE <130MM, SAINT GOBAIN;GEH-9.04001.006-A;900557;H006;'@9V@
2539;0;520002127;0;NGK CERAMICS POLSKA Sp. z o. o.;11.08.2016;8100055358;KD-26 K99 \ KD-26 K99-O;1,1E+11;PR;P-SI-H2;22,468;155;3,348;0;0;149;3,348;MTO;1720.00;;0.00;M.-15858;STANDARD;K99-9.69001.007-S;900521;H001;'@5F@
2540;0;520002127;0;NGK CERAMICS POLSKA Sp. z o. o.;11.08.2016;8100055358;KD-26 K99 \ KD-26 K99-O;1,1E+11;PR;P-SI-H2;22,468;155;3,348;170;3,82;-21;-0,472;MTO;1720.00;;0.00;M.-15858;STANDARD;K99-9.69001.007-S;900521;H001;'@5F@
2541;0;520002305;0;Wiegand-Glashüttenwerke GmbH;08.07.2016;8100071355;2-32 IK45 \ o.G.;1,1E+11;PR;P-SA-L1;2,282;200;0,484;0;0;212;0,484;TOS;1400.00;;1.00;M.-526;STANDARD, A40T;IK45-9.38201.003-S;900548;H001;'@9V@
2542;0;520002305;0;Wiegand-Glashüttenwerke GmbH;08.07.2016;8100071355;2-32 IK45 \ o.G.;1,1E+11;PR;P-SA-L1;2,282;200;0,484;230;0,525;-18;-0,041;TOS;1400.00;;1.00;M.-526;STANDARD, A40T;IK45-9.38201.003-S;900548;H001;'@9V@
2543;0;520002127;0;NGK CERAMICS POLSKA Sp. z o. o.;11.08.2016;8100061033;KD-38-32 K99-H \ KD-38-32 K99;1,1E+11;HF;HAND;3,338;5;0,02;0;0;6;0,02;MTO;1720.00;;0.00;P29800;STANDARD, HANDFORM;K99-H-9.69003.003-S;900522;H001;'@5F@
2544;0;520002127;0;NGK CERAMICS POLSKA Sp. z o. o.;11.08.2016;8100061033;KD-38-32 K99-H \ KD-38-32 K99;1,1E+11;HF;HAND;3,338;5;0,02;6;0,02;0;0;MTO;1720.00;;0.00;P29800;STANDARD, HANDFORM;K99-H-9.69003.003-S;900522;H001;'@5F@
2545;0;520002359;0;Vetropack Austria GmbH;19.07.2016;8100062098;WL535X440X200 GEHQ-H \ o.G.;1,1E+11;HF;HAND;61,735;10;0,679;0;0;11;0,679;HWO;1435.00;;1.00;S25902;STANDARD, GEH FORMATE >30KG, HANDFORM;GEHQ-H-9.04703.005-S;900575;H001;'@5F@
2546;0;520002359;0;Vetropack Austria GmbH;19.07.2016;8100062098;WL535X440X200 GEHQ-H \ o.G.;1,1E+11;HF;HAND;61,735;10;0,679;11;0,679;0;0;HWO;1435.00;;1.00;S25902;STANDARD, GEH FORMATE >30KG, HANDFORM;GEHQ-H-9.04703.005-S;900575;H001;'@5F@
2547;0;520002359;0;Vetropack Austria GmbH;19.07.2016;8100062099;WL535X440X100 GEHQ \ o.G.;1,1E+11;PR;P-SI-H2;31,209;255;8,208;0;0;263;8,208;HWO;1435.00;;1.00;M.-14461;STANDARD, GEH FORMATE >40KG;GEHQ-9.04701.005-S;900558;H001;'@5F@
2548;0;520002359;0;Vetropack Austria GmbH;19.07.2016;8100062099;WL535X440X100 GEHQ \ o.G.;1,1E+11;PR;P-SI-H2;31,209;255;8,208;285;8,895;-22;-0,687;HWO;1435.00;;1.00;M.-14461;STANDARD, GEH FORMATE >40KG;GEHQ-9.04701.005-S;900558;H001;'@5F@
2549;0;520002359;0;Vetropack Austria GmbH;19.07.2016;8100063580;DF130/120X225-A GEH \ o.G.;1,1E+11;PR;P-SI-V12;21,848;73;1,66;0;0;76;1,66;HWO;1435.00;;1.00;M.-6507;AUSWEICHVERSATZ, < 40KG,FORMMAß -4,9% FÜR MAßE <130MM, SAINT GOBAIN;GEH-9.04001.006-A;900557;H006;'@9V@
2550;0;520002359;0;Vetropack Austria GmbH;19.07.2016;8100063580;DF130/120X225-A GEH \ o.G.;1,1E+11;PR;P-SI-V12;21,848;73;1,66;80;1,748;-4;-0,087;HWO;1435.00;;1.00;M.-6507;AUSWEICHVERSATZ, < 40KG,FORMMAß -4,9% FÜR MAßE <130MM, SAINT GOBAIN;GEH-9.04001.006-A;900557;H006;'@9V@
2551;0;520002359;0;Vetropack Austria GmbH;19.07.2016;8100063581;DF130/120X150-A GEH \ o.G.;1,1E+11;PR;P-SI-V12;14,128;73;1,074;0;0;76;1,074;HWO;1435.00;;1.00;M.-6507;AUSWEICHVERSATZ, < 40KG,FORMMAß -4,9% FÜR MAßE <130MM, SAINT GOBAIN;GEH-9.04001.006-A;900557;H006;'@9V@
2552;0;520002359;0;Vetropack Austria GmbH;19.07.2016;8100063581;DF130/120X150-A GEH \ o.G.;1,1E+11;PR;P-SI-V12;14,128;73;1,074;80;1,13;-4;-0,057;HWO;1435.00;;1.00;M.-6507;AUSWEICHVERSATZ, < 40KG,FORMMAß -4,9% FÜR MAßE <130MM, SAINT GOBAIN;GEH-9.04001.006-A;900557;H006;'@9V@
2553;0;520002359;0;Vetropack Austria GmbH;19.07.2016;8100063582;DF124/120X225-A GEH \ o.G.;1,1E+11;PR;P-SI-V12;21,34;65;1,43;0;0;67;1,43;HWO;1435.00;;1.00;M.-6506;AUSWEICHVERSATZ, < 40KG,FORMMAß -4,9% FÜR MAßE <130MM, SAINT GOBAIN;GEH-9.04001.006-A;900557;H006;'@9V@
2554;0;520002359;0;Vetropack Austria GmbH;19.07.2016;8100063582;DF124/120X225-A GEH \ o.G.;1,1E+11;PR;P-SI-V12;21,34;65;1,43;90;1,921;-23;-0,491;HWO;1435.00;;1.00;M.-6506;AUSWEICHVERSATZ, < 40KG,FORMMAß -4,9% FÜR MAßE <130MM, SAINT GOBAIN;GEH-9.04001.006-A;900557;H006;'@9V@
2555;0;520002359;0;Vetropack Austria GmbH;19.07.2016;8100063584;DF124/120X150-A GEH \ o.G.;1,1E+11;PR;P-SI-V12;13,741;65;0,921;0;0;67;0,921;HWO;1435.00;;1.00;M.-6506;AUSWEICHVERSATZ, < 40KG,FORMMAß -4,9% FÜR MAßE <130MM, SAINT GOBAIN;GEH-9.04001.006-A;900557;H006;'@9V@
2556;0;520002359;0;Vetropack Austria GmbH;19.07.2016;8100063584;DF124/120X150-A GEH \ o.G.;1,1E+11;PR;P-SI-V12;13,741;65;0,921;70;0,962;-3;-0,041;HWO;1435.00;;1.00;M.-6506;AUSWEICHVERSATZ, < 40KG,FORMMAß -4,9% FÜR MAßE <130MM, SAINT GOBAIN;GEH-9.04001.006-A;900557;H006;'@9V@
2557;0;520002359;0;Vetropack Austria GmbH;19.07.2016;8100065369;450X240X230 GEHQ-H \ 450x230x230 GEH;1,1E+11;HF;HAND;44,712;60;2,772;0;0;62;2,772;HWO;1435.00;;1.00;S25270;STANDARD, GEH FORMATE >30KG, HANDFORM;GEHQ-H-9.04703.005-S;900575;H001;'@5F@
2558;0;520002359;0;Vetropack Austria GmbH;19.07.2016;8100065369;450X240X230 GEHQ-H \ 450x230x230 GEH;1,1E+11;HF;HAND;44,712;60;2,772;62;2,772;0;0;HWO;1435.00;;1.00;S25270;STANDARD, GEH FORMATE >30KG, HANDFORM;GEHQ-H-9.04703.005-S;900575;H001;'@5F@
2559;0;520002359;0;Vetropack Austria GmbH;19.07.2016;8100071285;F300X300X148 IK45E-H \ 30015 IK42;1,1E+11;HF;HAND;18,934;20;0,417;0;0;22;0,417;HOS;1420.00;;1.00;P30664A;"STANDARD, IK42, IK45;HANDFORM";IK45E-H-938903.005-S;900646;H001;'@9V@
2560;0;520002359;0;Vetropack Austria GmbH;19.07.2016;8100071285;F300X300X148 IK45E-H \ 30015 IK42;1,1E+11;HF;HAND;18,934;20;0,417;22;0,417;0;0;HOS;1420.00;;1.00;P30664A;"STANDARD, IK42, IK45;HANDFORM";IK45E-H-938903.005-S;900646;H001;'@9V@
2561;0;520002359;0;Vetropack Austria GmbH;19.07.2016;8100071287;2-76 PD-SI10 \ t.o.G.;1,1E+11;PR;P-SA-L4;2,356;1.300,00;3,216;0;0;1.365,00;3,216;TOS;1340.00;;4.00;M.-15731C;VERSUCH, FORMMAß PRESSHÖHE=SETZMAß -0,5%;PD-SI/L10-5.07111.011;900860;H001;'@5F@
2562;0;520002359;0;Vetropack Austria GmbH;19.07.2016;8100071287;2-76 PD-SI10 \ t.o.G.;1,1E+11;PR;P-SA-L4;2,356;1.300,00;3,216;1.926,00;4,538;-561;-1,322;TOS;1340.00;;4.00;M.-15731C;VERSUCH, FORMMAß PRESSHÖHE=SETZMAß -0,5%;PD-SI/L10-5.07111.011;900860;H001;'@5F@
2563;0;520002359;0;Vetropack Austria GmbH;19.07.2016;8100071287;2-76 PD-SI10 \ t.o.G.;1,1E+11;PR;P-SA-L4;2,356;3.400,00;8,411;0;0;3.570,00;8,411;TOS;1340.00;;4.00;M.-15731C;VERSUCH, FORMMAß PRESSHÖHE=SETZMAß -0,5%;PD-SI/L10-5.07111.011;900860;H001;'@5F@
2564;0;520002359;0;Vetropack Austria GmbH;19.07.2016;8100071287;2-76 PD-SI10 \ t.o.G.;1,1E+11;PR;P-SA-L4;2,356;3.400,00;8,411;3.866,00;9,108;-296;-0,697;TOS;1340.00;;4.00;M.-15731C;VERSUCH, FORMMAß PRESSHÖHE=SETZMAß -0,5%;PD-SI/L10-5.07111.011;900860;H001;'@5F@
2565;0;520002359;0;Vetropack Austria GmbH;19.07.2016;8100071288;330X124X76 PD-SI10 \ t.o.G.;1,1E+11;PR;P-SA-V4;3,11;220;0,718;0;0;231;0,718;TOS;1340.00;;1.00;M.-16130;VERSUCH, FORMMAß PRESSHÖHE=SETZMAß -0,5%;PD-SI/L10-5.07111.011;900860;H001;'@5F@
2566;0;520002359;0;Vetropack Austria GmbH;19.07.2016;8100071288;330X124X76 PD-SI10 \ t.o.G.;1,1E+11;PR;P-SA-V4;3,11;220;0,718;250;0,778;-19;-0,059;TOS;1340.00;;1.00;M.-16130;VERSUCH, FORMMAß PRESSHÖHE=SETZMAß -0,5%;PD-SI/L10-5.07111.011;900860;H001;'@5F@
2567;0;520002359;0;Vetropack Austria GmbH;19.07.2016;8100055223;GB143 GEH \ GB143 GEH;1,1E+11;PR;P-SI-V12;22,606;1.730,00;40,284;0;0;1.782,00;40,284;HWO;1435.00;;1.00;M.-6506;AUSWEICHVERSATZ, < 40KG,FORMMAß -4,9% FÜR MAßE <130MM, SAINT GOBAIN;GEH-9.04001.006-A;900557;H006;'@9V@
2568;0;520002359;0;Vetropack Austria GmbH;19.07.2016;8100055223;GB143 GEH \ GB143 GEH;1,1E+11;PR;P-SI-V12;22,606;1.730,00;40,284;1.788,00;40,42;-6;-0,136;HWO;1435.00;;1.00;M.-6506;AUSWEICHVERSATZ, < 40KG,FORMMAß -4,9% FÜR MAßE <130MM, SAINT GOBAIN;GEH-9.04001.006-A;900557;H006;'@9V@
2569;0;520002359;0;Vetropack Austria GmbH;19.07.2016;8100055243;GB53 GEH \ GB53 GEH;1,1E+11;PR;P-SI-V12;23,16;1.950,00;46,505;0;0;2.008,00;46,505;HWO;1435.00;;1.00;M.-6507;AUSWEICHVERSATZ, < 40KG,FORMMAß -4,9% FÜR MAßE <130MM, SAINT GOBAIN;GEH-9.04001.006-A;900557;H006;'@9V@
2570;0;520002359;0;Vetropack Austria GmbH;19.07.2016;8100055243;GB53 GEH \ GB53 GEH;1,1E+11;PR;P-SI-V12;23,16;1.950,00;46,505;2.015,00;46,667;-7;-0,162;HWO;1435.00;;1.00;M.-6507;AUSWEICHVERSATZ, < 40KG,FORMMAß -4,9% FÜR MAßE <130MM, SAINT GOBAIN;GEH-9.04001.006-A;900557;H006;'@9V@
2571;0;520002359;0;Vetropack Austria GmbH;19.07.2016;8100071310;GB64 G100-H \ GB64 G100;1,1E+11;HF;HAND;26,72;2;0,08;0;0;3;0,08;HWO;1350.00;;1.00;S26256;HANDF., 6H HALTEZ., 152H BRAND, MAX.130MM HÖHE, MODELL KUNSTSTOFF KEINE KERNE;G100-H-9.07703.000-S;900637;H001;'@5F@
2572;0;520002359;0;Vetropack Austria GmbH;19.07.2016;8100071310;GB64 G100-H \ GB64 G100;1,1E+11;HF;HAND;26,72;2;0,08;3;0,08;0;0;HWO;1350.00;;1.00;S26256;HANDF., 6H HALTEZ., 152H BRAND, MAX.130MM HÖHE, MODELL KUNSTSTOFF KEINE KERNE;G100-H-9.07703.000-S;900637;H001;'@5F@
2573;0;520002359;0;Vetropack Austria GmbH;19.07.2016;8100071310;GB64 G100-H \ GB64 G100;1,1E+11;HF;HAND;26,72;6;0,187;0;0;7;0,187;HWO;1350.00;;1.00;S26256;HANDF., 6H HALTEZ., 152H BRAND, MAX.130MM HÖHE, MODELL KUNSTSTOFF KEINE KERNE;G100-H-9.07703.000-S;900637;H001;'@5F@
2574;0;520002359;0;Vetropack Austria GmbH;19.07.2016;8100071310;GB64 G100-H \ GB64 G100;1,1E+11;HF;HAND;26,72;6;0,187;7;0,187;0;0;HWO;1350.00;;1.00;S26256;HANDF., 6H HALTEZ., 152H BRAND, MAX.130MM HÖHE, MODELL KUNSTSTOFF KEINE KERNE;G100-H-9.07703.000-S;900637;H001;'@5F@
2575;0;520001942;0;Hydro Aluminium A.S.;07.10.2016;8100055717;SU113 HR50 \ SU113 HR50;1,1E+11;PR;P-SI-H2;15,491;100;1,642;0;0;106;1,642;TOS;1460.00;;1.00;M.-15562;AUSWEICHVERSATZ,VOLLSTEINE;HR50-9.39801.014-A;900547;H003;'@9V@
2576;0;520001942;0;Hydro Aluminium A.S.;07.10.2016;8100055717;SU113 HR50 \ SU113 HR50;1,1E+11;PR;P-SI-H2;15,491;100;1,642;110;1,704;-4;-0,062;TOS;1460.00;;1.00;M.-15562;AUSWEICHVERSATZ,VOLLSTEINE;HR50-9.39801.014-A;900547;H003;'@9V@
2577;0;520001943;0;Hydro Aluminium A.S.;15.07.2016;8100053772;F274X250X131 OM60HA \ 44 OT60;1,1E+11;PR;P-SA-L3;20,898;216;0,69;0;0;33;0,69;TOS;1480.00;;1.00;M.-15259;STANDARD,AUTOMAT;OM60HA-9.41901.000-S;900503;H001;'@5F@
2578;0;520001943;0;Hydro Aluminium A.S.;15.07.2016;8100053772;F274X250X131 OM60HA \ 44 OT60;1,1E+11;PR;P-SA-L3;20,898;216;0,69;50;1,045;-17;-0,355;TOS;1480.00;;1.00;M.-15259;STANDARD,AUTOMAT;OM60HA-9.41901.000-S;900503;H001;'@5F@
2579;0;520001943;0;Hydro Aluminium A.S.;15.07.2016;8100053101;206 HR50-K \ 206 HR50;1,1E+11;PR;P-SA-L4;32,562;432;14,49;0;0;445;14,49;TOS;1460.00;;1.00;M.-14354;AUSWEICHVERSATZ,KASSETTEN;HR50-K-1.39861.016-A;900696;H006;'@9V@
2580;0;520001943;0;Hydro Aluminium A.S.;15.07.2016;8100053101;206 HR50-K \ 206 HR50;1,1E+11;PR;P-SA-L4;32,562;432;14,49;443;14,425;2;0,065;TOS;1460.00;;1.00;M.-14354;AUSWEICHVERSATZ,KASSETTEN;HR50-K-1.39861.016-A;900696;H006;'@9V@
